match_id,winner,blue_champion_0,blue_mastery_0,blue_champion_1,blue_mastery_1,blue_champion_2,blue_mastery_2,blue_champion_3,blue_mastery_3,blue_champion_4,blue_mastery_4,red_champion_0,red_mastery_0,red_champion_1,red_mastery_1,red_champion_2,red_mastery_2,red_champion_3,red_mastery_3,red_champion_4,red_mastery_4
EUW1_7183624581,red,897,184753,104,332477,517,650511,51,3041,99,278714,150,193034,24,29674,61,199786,222,311360,526,208717
EUW1_7183557519,red,54,5582,59,321494,517,1310376,42,138587,147,65184,106,99220,799,12790,84,266083,22,208339,53,5533
EUW1_7183431974,red,126,308953,20,2020713,517,70841,235,773918,147,100755,777,95012,104,13704,103,181387,222,214870,412,528686
EUW1_7183053176,blue,26,950934,200,116333,69,116293,81,575340,89,243740,2,47533,42,33947,517,363242,110,31389,117,173556
EUW1_7183001546,blue,516,136034,104,31662,61,199786,51,443291,89,166347,50,33392,72,151056,8,491592,119,965519,555,365371
EUW1_7182888456,blue,79,609449,59,45802,7,459793,119,267172,57,82580,150,168436,60,867148,799,24045,81,185915,201,30396
EUW1_7212341075,red,799,7131,254,69492,134,47379,115,7932,526,125504,163,2761291,203,50587,517,903579,360,149939,888,143669
EUW1_7212201081,blue,126,147273,234,310089,55,837130,429,7880,111,358513,39,1472567,254,15381,893,67199,163,54837,267,454107
EUW1_7212005843,red,58,469300,120,197553,61,121959,51,113788,526,199196,150,404381,234,328218,517,204131,147,31285,111,143593
EUW1_7211441681,red,24,827263,11,1331230,134,173341,42,140078,526,496250,79,239655,254,96549,8,194723,51,529357,888,143669
EUW1_7210922343,blue,893,13823,76,26622,901,8630,22,147490,526,133445,164,757232,234,6991,3,144988,115,37945,12,98066
EUW1_7210828381,red,79,40509,234,45774,39,673968,96,173128,111,358513,777,141372,64,75213,150,358471,115,43132,267,454107
EUW1_7210547967,red,897,92936,60,4559,166,316971,81,21911,40,211307,4,123156,91,271767,134,163398,238,3558900,111,358513
