match_id,winner,blue_champion_0,blue_mastery_0,blue_champion_1,blue_mastery_1,blue_champion_2,blue_mastery_2,blue_champion_3,blue_mastery_3,blue_champion_4,blue_mastery_4,red_champion_0,red_mastery_0,red_champion_1,red_mastery_1,red_champion_2,red_mastery_2,red_champion_3,red_mastery_3,red_champion_4,red_mastery_4
KR_7346859325,red,24,127464,120,889287,893,35413,96,16390,555,210086,85,79945,234,115258,517,157152,51,138921,99,110548
KR_7346410287,red,24,127464,60,153235,157,256908,29,25334,44,10394,79,62529,64,621897,61,53194,222,112865,201,80763
KR_7346388112,blue,24,127464,163,224177,18,136600,202,278316,518,119759,77,40113,203,48607,3,7412,221,175136,497,28472
KR_7345340247,red,57,25185,72,54332,497,4632,523,35359,245,572862,77,13656,163,196389,246,103506,901,31138,518,52790
KR_7345312660,blue,77,105493,120,889287,517,11004,901,808838,37,1076018,68,265000,234,96624,245,572862,429,202214,89,13223
KR_7345278156,red,887,73895,64,35344,268,2092228,62,2276,235,544671,897,292040,104,197244,893,4320,145,2413,526,221769
KR_7345245444,blue,24,127464,76,542451,42,156125,222,34024,57,169756,145,3956,234,442827,157,252978,893,74729,526,85199
KR_7345192389,blue,24,127464,234,442827,238,478816,96,44401,50,7644,893,113341,64,592835,157,252978,22,310782,201,5399
KR_7345169272,red,57,25185,234,375061,777,12178,110,73472,555,401218,122,302093,163,12857,157,252978,96,38705,497,279821
KR_7344986115,blue,24,224035,64,205268,103,15969,51,153912,12,45887,897,23361,131,54020,157,252978,115,36260,555,234644
KR_7344961770,blue,24,127464,104,102312,7,59945,96,8194,78,3278,79,23753,76,35099,126,83680,18,84063,111,128334
KR_7344948456,blue,85,167267,64,205268,517,91783,222,160555,111,13673,897,387176,120,836842,163,142954,145,413381,78,40407
KR_7344041790,blue,24,127464,120,150168,777,271501,101,167652,235,134341,897,236063,64,23793,3,737410,22,57728,117,16781
KR_7341178304,red,516,46706,104,370227,910,170910,145,369059,53,63159,24,127464,163,116083,42,102515,222,37313,412,1005790
KR_7339660907,blue,98,864874,104,124371,101,329942,222,162359,117,171809,24,127464,120,4778,61,1560,429,522871,412,283357
KR_7339475311,blue,24,127464,104,182533,518,2413992,145,1074711,89,4024,897,656346,234,175974,517,175771,222,59049,12,180201
KR_7339448125,blue,85,48515,64,477980,69,650857,42,103663,526,117258,114,2873184,72,191201,134,142529,145,318984,12,180201
KR_7338526215,red,893,30810,104,355071,84,21946,429,47630,80,143818,58,98584,113,95459,517,37386,202,66477,78,35256
KR_7337964582,red,36,338886,72,407206,84,120122,202,276229,111,399270,887,73895,104,194967,7,276680,51,155332,53,8603
KR_7385590097,red,98,87511,234,65011,901,24634,50,1952690,497,26389,421,736364,30,64352,126,1674,22,555491,111,221239
KR_7385000355,red,58,208516,163,13503,777,543177,110,25408,888,27152,150,26066,11,206419,7,12328,119,5889,555,51231
KR_7384938391,red,79,105337,799,3417,517,186982,22,29864,888,71522,57,6239,104,156108,61,1389920,119,5889,12,6992
KR_7382105107,red,24,199038,163,17409,777,321276,119,5889,111,13049,57,688572,60,236456,238,3777456,22,55316,201,2222
KR_7380183915,red,114,433340,76,17540,7,142008,81,48161,89,79445,799,75053,421,736364,711,14073,51,52952,235,912106
KR_7380115882,blue,92,3858609,64,24680,893,28090,202,18825,89,79445,68,25370,421,736364,24,250328,51,52952,432,1226893
KR_7380041160,red,131,69814,421,736364,893,100257,42,30800,223,80461,19,3712,234,20228,84,282270,81,73027,43,273538
KR_7379960088,red,893,101315,107,465907,157,608713,81,523126,111,3685,57,443814,106,776876,268,257308,22,22823,19,1026216
KR_7379859070,red,57,11345,104,156108,61,65805,110,4378,99,1796973,421,736364,203,152336,134,50356,910,16952,72,20962
KR_7376521024,red,799,5676,72,52619,42,133614,22,54926,96,106167,421,736364,104,227673,4,2316905,119,42173,555,322737
KR_7376445039,blue,421,736364,104,46382,84,49595,18,232336,53,765330,92,250357,143,32194,238,1000696,222,62791,78,409373
KR_7376379298,blue,421,736364,143,59318,126,91327,15,9005,555,190152,897,177603,76,259574,42,7997,96,18215,111,143597
KR_7375515717,red,58,515566,76,343187,901,24982,51,179556,201,126063,68,292695,799,24568,893,11998,81,437261,518,25088
KR_7375483014,blue,421,736364,234,637489,163,138129,42,42472,888,144493,150,37275,64,273660,84,265160,222,364665,412,618702
KR_7375398613,red,79,28711,104,145994,103,62792,222,336841,526,36560,421,736364,60,22381,61,24628,22,109922,201,25221
KR_7375312365,red,150,92839,60,5531,84,114641,15,129446,432,1226893,24,4451,76,343187,777,604038,42,44157,12,30951
KR_7375068925,red,126,881904,56,34809,893,105811,18,308336,111,46528,54,38835,421,736364,55,551204,22,32322,518,51771
KR_7375019196,blue,887,6665,64,12244,777,543177,51,51489,432,742064,897,268639,107,465907,42,24386,115,36260,111,214785
KR_7374952061,red,36,541887,107,465907,268,273518,42,119646,526,93405,799,36777,154,2600009,18,217796,202,83081,89,79445
KR_7374921658,red,421,736364,154,110126,163,91724,42,75619,235,10014,897,14626,234,472611,910,160366,429,199909,888,18551
KR_7374896876,red,18,300893,76,93226,777,323141,51,264192,43,17418,24,43468,107,465907,893,75994,42,43489,235,164306
KR_7374865780,red,78,25763,64,422615,517,520546,81,132416,421,736364,77,43114,233,1009057,61,162462,22,70133,57,51495
KR_7374228962,blue,893,46210,143,59318,91,433255,22,109628,57,37611,157,22249,76,343187,901,77255,202,352283,555,3818
KR_7374177083,red,86,336584,62,44245,517,447324,42,65750,89,27734,164,13705,79,79152,555,1645748,51,138921,99,10010
KR_7374121122,red,897,559,64,5805,103,44377,96,16652,432,30714,421,736364,76,598650,246,182575,222,18575,555,143918
KR_7374022522,blue,58,107851,62,44245,3,99535,42,15683,555,224626,799,22198,72,47011,517,23313,236,69274,201,12116
KR_7373783419,blue,421,736364,143,31355,238,214801,22,198610,12,257187,266,318453,76,43560,777,18592,42,65896,526,384727
KR_7373743814,blue,92,250357,62,44245,61,140772,202,23788,518,157186,85,52083,104,183701,711,162093,42,36373,497,54136
KR_7373716093,blue,799,16155,62,44245,910,81180,22,32532,12,362538,58,2703775,234,69559,517,20529,202,21703,526,233271
KR_7373677332,blue,150,71935,76,343187,23,184266,222,350242,888,131182,517,79818,64,75491,103,68920,145,1605468,526,384727
KR_7373649055,blue,68,289233,143,82835,777,4777,110,209523,526,193890,79,25073,76,343187,897,175795,222,64279,78,37264
KR_7373185934,red,77,19071,64,273660,13,37061,42,54430,432,135252,897,298170,76,343187,777,414322,221,167282,78,40072
KR_7373121513,red,164,461646,62,44245,245,728349,110,93130,526,171595,799,22198,104,119942,3,166378,22,199202,497,174006
KR_7373055508,red,203,310109,421,736364,61,1389920,202,207508,526,402275,57,54014,104,105154,517,160543,51,50993,518,40824
KR_7373014103,red,57,9309,421,736364,517,50648,145,720308,111,436560,85,150706,203,406103,3,22531,42,46448,497,5294
KR_7372965680,red,897,8659,76,343187,777,68923,22,143825,497,54338,799,78662,64,27865,517,87358,42,62994,12,487848
KR_7372712820,blue,23,184266,64,1616232,7,85276,110,106266,888,49634,897,316805,76,343187,18,65196,81,432854,111,17025
KR_7372668846,red,56,2464185,234,224738,3,5708,161,1916076,526,154505,157,206388,76,343187,901,1699,910,46401,72,246877
KR_7372622371,blue,799,52203,62,44245,61,31906,42,49866,89,89706,58,122569,200,611019,8,1539191,22,198610,201,70335
KR_7372585422,blue,24,149085,62,44245,61,64484,42,97772,432,28634,893,95475,203,496965,3,22724,498,196394,53,69729
KR_7372535350,red,7,26118,421,736364,268,68921,202,30663,43,154696,157,1588,427,760083,61,31906,51,165481,111,29497
KR_7372505282,blue,799,78662,421,736364,8,301892,498,161892,497,172842,150,257131,254,21035,84,11160,222,140069,555,51742
KR_7372463348,blue,6,425208,76,343187,777,148598,202,85821,78,116423,2,22356,131,25127,42,111820,145,572462,555,33236
KR_7372415717,blue,164,200793,421,736364,893,118062,42,118387,267,18892,799,26973,143,34032,91,196345,81,168210,111,111021
KR_7372353486,blue,150,54131,62,44245,777,392487,42,27144,497,10937,24,498582,72,63465,4,32728,145,46010,201,19167
KR_7371935016,blue,24,199038,104,100559,61,282532,22,35608,526,227405,14,274687,62,44245,893,59241,202,21791,432,62132
KR_7371874251,red,799,8814,234,195427,893,81804,145,82008,555,65707,421,736364,143,92519,157,1759223,22,5612,111,436560
KR_7371796678,blue,150,188455,104,77699,26,1641653,96,109673,3,5688,24,271619,421,736364,103,44941,115,42159,432,1226893
KR_7371416262,blue,897,1002893,76,343187,91,433255,523,379817,111,263447,799,8814,234,102770,79,4899832,115,27200,526,460252
KR_7371350565,red,897,279736,62,44245,268,182575,523,379817,147,26893,799,17818,72,45032,79,4899832,202,97151,26,200547
KR_7371255899,blue,897,167559,203,496965,13,37061,202,147433,101,76221,57,9309,421,736364,136,1004753,119,2064702,43,7395
KR_7371207302,blue,106,777701,76,343187,91,433255,42,38908,111,6249,13,931067,107,1269690,7,439252,202,147433,72,14984
KR_7367889102,red,19,3712,876,29478,42,260542,110,63122,526,54577,164,461646,76,343187,4,32728,51,57568,99,14368
KR_7367817801,blue,421,736364,104,87390,84,22554,145,46865,555,51742,79,17008,234,320293,45,782752,111,409951,51,127635
KR_7367783411,blue,799,41850,60,288016,42,115235,81,91167,201,96432,893,124145,421,736364,7,99563,22,195632,147,39494
KR_7367746156,blue,78,25763,62,44245,711,16849,22,63700,92,1300151,799,52203,104,199954,84,164780,51,364954,432,54139
KR_7365814627,red,887,941472,72,75413,84,6559,202,23680,164,461646,799,41850,76,343187,163,168462,42,18812,12,487848
KR_7365780657,blue,164,461646,234,277316,163,168462,96,54773,201,202858,58,515566,421,736364,13,127738,202,23680,89,68781
KR_7365723747,red,799,22037,62,44245,163,353187,145,39445,12,487848,58,488933,234,102770,893,99831,202,276229,497,356396
KR_7365681635,red,421,736364,234,102770,517,51327,22,259586,89,68781,799,28507,104,105154,13,299592,526,15544,27,876554
KR_7365601736,red,421,736364,64,562929,13,196625,202,165315,111,221309,18,161275,79,6189,777,14797,145,59658,78,127785
KR_7365519478,red,421,173553,104,168493,893,81804,22,69348,267,578,59,161283,62,44245,103,13583,222,295340,412,734893
KR_7365282680,blue,58,35203,62,44245,517,210283,202,98054,432,2449539,799,59724,104,116721,13,92745,145,192521,526,148077
KR_7365244947,blue,799,11850,62,44245,7,237887,110,67317,526,228904,58,132309,555,2592,711,147070,222,557329,104,262767
KR_7365206995,blue,421,736364,104,197648,893,31969,81,168210,72,35819,897,16185,203,44739,4,1744428,202,431195,99,1796973
KR_7365178641,blue,777,87082,64,167612,910,57347,22,310782,117,193981,77,118861,76,343187,42,59192,202,370119,99,1796973
KR_7364492631,red,421,736364,59,61588,154,607504,42,57213,267,9323,266,231013,72,21073,901,50725,202,48500,101,329942
KR_7364426817,blue,421,736364,64,1529602,154,607504,22,149058,432,30714,897,498909,234,91501,101,329942,202,431195,555,35500
KR_7364362709,red,421,736364,234,115258,61,228010,51,25684,99,32651,50,3471,104,95850,84,14405,42,24969,555,311620
KR_7364069489,blue,893,47421,62,44245,910,130709,157,256908,497,125816,114,433340,143,53385,50,29103,42,75508,555,19833
KR_7364014117,blue,799,33576,104,100302,3,166378,202,352283,111,588489,62,37615,421,736364,893,118147,42,97772,53,11253
KR_7363958858,blue,67,221457,60,36565,43,15272,222,77890,53,42439,150,144722,76,343187,246,743678,51,161114,201,126063
KR_7363922733,blue,421,736364,60,6417,42,29061,51,161114,147,21859,799,13677,104,178151,7,344179,202,23788,555,250232
KR_7363885996,blue,234,397032,62,132988,517,36487,42,44157,526,227405,799,26973,421,736364,777,155217,51,264192,89,304890
KR_7363279011,red,897,12338,56,34723,517,37346,42,118387,526,256048,421,736364,143,102466,777,201397,498,123460,12,274329
KR_7363190082,blue,79,4140,421,736364,7,110389,42,13689,111,4244,897,342834,141,40152,142,285019,81,646121,497,47651
KR_7363140181,blue,799,30889,421,736364,7,110389,202,83081,432,2449539,79,497678,254,76153,127,123944,22,198610,53,313154
KR_7363061332,red,150,188455,76,98775,79,497678,42,36960,111,295920,61,7765,421,736364,92,179449,51,83386,99,42551
KR_7362871111,blue,77,42904,421,736364,517,56961,145,639213,111,16972,126,133811,76,94372,166,115226,901,10136,40,119987
KR_7362818146,red,122,302093,421,736364,127,2567809,22,54926,526,148216,150,54131,254,7420842,84,118471,222,186881,53,116655
KR_7362776271,blue,58,35203,76,343187,42,41828,115,50292,89,256301,79,31526,131,60098,114,433340,51,165156,68,56024
KR_7362144716,red,897,59514,60,2494,200,679483,429,16865,497,33197,58,35203,421,736364,163,44237,498,219486,111,75595
KR_7362069606,red,92,722052,62,44245,136,1004753,498,170998,497,30623,56,2464185,154,418486,268,304870,110,42157,57,101465
KR_7361997501,blue,41,129717,76,343187,901,39282,21,14758,497,263705,85,167267,120,1167217,777,155217,96,12365,201,17710
KR_7361923931,red,85,1438812,104,119942,84,93854,42,85276,526,128776,23,164600,421,736364,157,1759223,51,55093,53,61113
KR_7361870621,red,69,42302,421,736364,517,29699,202,34605,92,618986,150,302593,60,31682,142,377730,51,83386,201,132589
KR_7361832635,blue,897,352902,76,281838,555,1645748,429,69908,517,14221,78,71386,421,736364,127,2567809,81,38096,53,229598
KR_7361778128,red,234,277316,421,736364,38,8593,22,81897,53,116655,154,2210885,64,585431,7,344179,222,3193,89,182468
KR_7361613939,red,799,52203,62,44245,84,282270,901,34031,497,47651,58,88351,234,143790,157,608713,96,54773,526,357957
KR_7361535254,blue,80,576194,421,736364,134,10941,145,494294,12,40301,58,189905,203,44739,245,136585,202,180571,53,42439
KR_7361458847,blue,114,537807,421,736364,131,108960,119,240089,89,253794,41,145670,104,97286,103,68881,202,117724,412,827964
KR_7361396431,blue,893,187972,254,50654,79,4899832,202,8829,111,126611,114,598987,62,44245,13,29773,429,89467,888,67026
KR_7361313809,red,13,931067,62,44245,4,160031,22,108397,40,119987,24,133035,104,42946,103,92373,27,876554,111,13673
KR_7358492987,blue,23,244610,234,115258,268,20287,42,118387,78,97452,897,298170,62,44245,61,49330,110,211513,497,157909
KR_7358415041,blue,114,56580,104,182533,79,497678,51,64534,99,1796973,36,76217,62,44245,84,46594,110,67141,43,168139
KR_7358345904,blue,150,54131,76,343187,777,292077,42,114383,432,120818,79,9477,104,429835,517,90204,51,264192,555,26404
KR_7358258545,red,516,1946841,143,24618,18,7156,22,9837,201,107196,421,736364,234,209009,893,23126,42,114383,497,103320
KR_7358102122,blue,893,29372,234,132769,238,3778027,115,27111,526,285659,84,4813,62,44245,910,890903,51,57092,99,3135
KR_7358031676,blue,8,140779,799,7139,163,91599,42,87392,89,31968,421,736364,234,59432,50,57064,145,221436,111,126611
KR_7357991761,blue,897,35494,104,77691,136,356134,147,144036,12,23451,150,34694,76,343187,134,49574,42,13924,89,79445
KR_7382373776,blue,893,185783,876,19862,18,600114,222,541612,526,82228,2,23537,72,65576,268,700375,518,6896,42,29820
KR_7382327382,red,150,122538,64,559003,893,100257,222,541612,412,7821,777,311937,76,1108028,4,932128,51,52952,78,153401
KR_7382237953,red,897,165817,163,17409,42,151110,222,541612,111,12591,92,1300151,30,24203,777,1127878,202,252251,89,103930
KR_7382135154,red,24,232504,234,718819,61,64484,901,17821,497,10350,78,66921,62,11395,134,38566,222,541612,44,834401
KR_7382057655,red,84,534157,234,718819,897,3378,42,8733,518,11346,150,197881,143,53385,103,361631,222,541612,201,5823
KR_7380259151,blue,24,70861,154,2600009,84,213959,119,68052,526,131850,82,45861,254,10598,4,7464,42,51267,111,588489
KR_7380138089,red,799,60772,64,33364,517,70168,222,64279,12,289018,57,443814,234,143790,893,21223,42,94926,555,346138
KR_7380062038,blue,799,1942,104,115098,517,693419,222,541612,99,1796973,893,187972,203,4268,13,160025,22,38006,53,897
KR_7379992809,blue,777,152089,555,1293,268,700375,42,50179,72,26441,24,7217,203,99636,517,90204,222,541612,201,47038
KR_7378759636,red,150,113301,200,679483,61,1389920,42,75619,555,346138,5,436832,163,254980,238,1000696,222,541612,53,44160
KR_7378606317,red,254,5417,72,11712,268,257308,51,11926,43,17418,57,11345,234,158373,142,1440409,222,541612,89,330537
KR_7378489139,blue,893,6769,64,33364,3,8386,222,541612,117,7636,150,185823,234,246172,61,65805,42,62770,526,76075
KR_7374997272,red,897,316805,64,33364,517,619489,523,152870,518,25135,77,276510,120,92487,61,169545,222,541612,412,130578
KR_7374947470,red,39,92505,77,126125,517,462504,222,541612,526,138633,893,19837,234,90476,84,79927,42,42257,78,14944
KR_7374899560,blue,799,48698,203,99636,163,122757,145,248054,12,61703,58,31872,143,19464,1,45491,202,72383,432,60022
KR_7374870143,blue,77,37401,143,53385,42,51255,222,541612,526,10526,68,235685,234,204116,901,77255,22,176244,57,31532
KR_7374819511,red,92,250357,141,455375,517,141156,222,541612,111,769440,897,85281,234,32102,61,130085,81,122574,89,200882
KR_7374801126,blue,39,144441,163,91599,42,244137,222,541612,43,61829,893,70840,234,177457,777,50445,53,886,268,700375
KR_7374776762,blue,24,250328,163,38202,893,21631,222,541612,526,138858,62,112409,5,33162,13,19264,136,198782,497,91217
KR_7373681422,blue,41,311044,24,15370,103,70964,222,541612,117,171809,57,104252,72,305769,517,141524,22,55316,78,8939
KR_7373653735,blue,24,250328,62,9759,84,114641,222,541612,57,48249,150,64233,234,243993,134,95170,81,54013,89,3559
KR_7373627810,blue,164,136694,143,32194,777,226184,222,541612,89,188075,799,22590,76,271908,42,109001,523,306583,888,7047
KR_7373611188,blue,799,22590,64,301851,163,119680,222,541612,12,317112,266,134017,76,624085,777,68453,29,21550,497,47651
KR_7373573672,blue,79,115528,104,613277,84,282270,22,273195,24,250328,92,722052,234,27415,517,210283,222,541612,412,71106
KR_7373554440,blue,897,117757,234,630100,777,724872,74,1603343,432,485654,893,52793,104,166237,910,123459,222,541612,78,276187
KR_7373531698,blue,17,2120798,234,1099375,114,433340,222,541612,111,588489,799,22489,876,25359,777,241772,81,318492,117,14206
KR_7373512840,blue,150,163682,200,86577,163,8036,202,99447,526,206810,58,7295,30,184477,238,195921,222,541612,89,204690
KR_7373493684,red,157,6338,234,460011,69,650857,96,34935,526,269665,893,21636,5,181250,268,700375,222,541612,412,728405
KR_7372512873,red,164,39851,72,53619,61,158773,22,44487,517,47887,897,616500,234,106939,117,191537,222,541612,526,74618
KR_7372470915,red,54,20539,5,811,910,74530,110,234686,53,40245,133,2336439,72,305769,7,63795,222,541612,201,55544
KR_7372435941,red,80,20951,72,305769,517,50392,42,2529,497,343647,79,101289,62,3478,50,65175,110,525390,147,91655
KR_7372417493,blue,14,274687,60,35399,777,32264,222,541612,412,61438,92,258201,72,305769,103,14550,42,125809,111,218347
KR_7372375854,blue,23,184266,60,288016,42,111820,222,541612,555,250232,897,93613,5,37739,893,100257,51,264192,99,22026
KR_7372360268,blue,92,258201,64,1567773,7,54925,222,541612,223,2336,58,839343,22,1469,41,290950,60,288016,43,125464
KR_7372329586,blue,92,722052,76,23250,3,49696,51,172954,201,161241,50,26549,72,305769,61,22246,202,431195,432,1855
KR_7372309916,red,887,778533,234,10065,518,2255928,498,74165,497,90764,79,85369,64,62759,134,102030,222,541612,555,35097
KR_7371198439,blue,893,35188,203,496965,268,2092228,42,8679,497,15731,92,258201,64,84573,517,95866,222,541612,412,9108
KR_7371130260,blue,54,1582,72,14724,42,108933,147,26407,89,220981,23,184266,91,204131,127,2567809,222,541612,111,29497
KR_7371081666,blue,58,880911,234,514868,268,700375,145,1492985,555,234644,106,777701,11,206419,91,433255,115,7466,526,85199
KR_7371030936,red,897,308009,76,47397,91,433255,145,196512,12,252008,68,26204,106,777701,80,472054,222,541612,147,23815
KR_7370973584,red,6,79485,200,611019,103,12365,96,19984,164,3459379,62,112409,72,305769,50,57064,222,541612,555,31927
KR_7370136071,blue,799,52203,203,4718,893,25125,96,12078,526,74618,106,777701,246,150830,103,1048448,202,431195,89,200882
KR_7370037747,red,893,27577,421,65999,55,306643,202,170786,111,176601,79,34613,64,1800738,7,41751,222,541612,201,66113
KR_7369976411,red,107,923991,234,397032,84,94926,81,302082,432,21008,154,2210885,104,43460,910,14988,202,431195,57,48382
KR_7369930421,blue,41,904051,64,136918,103,1048448,202,431195,497,153930,154,2210885,143,14439,18,19680,42,54398,53,27120
KR_7369849692,red,154,2210885,64,136918,517,175048,18,8646,12,197907,41,904051,76,1531627,3,19536,202,431195,79,4085
KR_7369751072,red,887,382636,234,658560,41,904051,22,310782,43,125464,36,2811814,154,2600009,42,98787,161,1917531,526,45466
KR_7369695902,blue,799,33576,102,21768,61,50162,42,36960,117,239360,154,2210885,72,84929,777,241772,145,1492985,497,103320
KR_7369620043,blue,36,2811814,234,320293,103,167378,145,167272,555,31927,887,13905,64,5410,246,653193,222,541612,201,143349
KR_7369570549,blue,897,165817,107,1269690,74,163458,202,431195,497,28929,887,118868,200,197975,517,263133,22,111609,3,365136
KR_7369522641,red,897,35260,120,1167217,901,80319,115,12677,53,7440,154,27694,60,157578,42,21321,22,310782,412,145001
KR_7369436403,red,39,12853,64,1567773,61,198695,222,541612,111,53340,150,64198,72,49581,3,22569,498,196394,89,31968
KR_7369391815,red,23,295239,64,240101,84,203593,22,310782,12,10702,24,250328,234,199986,3,13775,145,436520,78,53829
KR_7369325665,red,92,250357,64,206706,517,80591,110,525390,89,3015,799,20973,113,20127,84,112413,22,34868,518,555063
KR_7369295360,red,799,7025,131,461136,42,85984,51,51489,81,87965,875,50698,60,118853,126,277994,22,310782,518,555063
KR_7369227301,red,897,376688,234,12022,4,3418206,22,310782,80,198889,92,250357,131,461136,238,635991,42,54534,555,311620
KR_7367136517,red,68,289233,104,248264,7,41751,202,431195,111,23413,106,777701,76,171176,127,42133,42,60850,497,516492
KR_7367084602,blue,24,205504,72,21182,166,226434,42,31042,412,314707,79,9739,104,78319,61,90621,22,310782,164,39851
KR_7366959427,red,897,165817,72,305769,893,51085,22,310782,12,275114,36,2811814,876,171692,91,433255,81,257631,201,221616
KR_7366896395,blue,82,45861,234,389506,105,142590,51,69266,518,40642,36,1168,72,75451,84,22554,42,44157,267,18892
KR_7366827157,blue,68,122635,200,679483,517,150781,22,310782,201,11739,150,64198,64,138264,910,65667,51,26169,12,26670
KR_7366759214,blue,897,308009,234,64663,13,231776,96,116136,117,75407,77,151796,200,679483,517,520546,22,310782,89,615
KR_7366607300,red,893,46210,234,397032,91,263343,22,310782,117,171809,150,201466,76,129769,126,277994,115,5738,78,24924
KR_7365661717,red,80,2363637,76,143585,42,156125,202,180571,111,284210,799,26973,234,106939,103,361631,22,310782,497,352489
KR_7365609136,blue,897,22386,143,503966,42,156125,22,310782,497,516492,24,252677,234,467128,61,38779,202,175210,12,487848
KR_7365442502,blue,80,2363637,76,220571,238,3778027,81,152287,555,23595,34,1107448,5,57953,517,119475,22,310782,44,82604
KR_7365359093,red,164,461646,64,1567773,20,502207,202,168008,12,34558,266,1891436,234,27575,3,34787,22,310782,497,1548
KR_7365291297,blue,43,1025583,131,208485,157,106825,22,310782,201,47511,122,1990666,234,126483,112,102665,42,51267,53,28269
KR_7365206995,blue,421,736364,104,197648,893,31969,81,168210,72,35819,897,16185,203,44739,4,1744428,202,431195,99,1796973
KR_7365178641,blue,777,87082,64,167612,910,57347,22,310782,117,193981,77,118861,76,343187,42,59192,202,370119,99,1796973
KR_7364616968,blue,58,14086,163,35735,42,51255,22,310782,78,40072,897,28092,799,1948,142,377730,202,207508,555,23595
KR_7364614519,red,17,23831,10,0,777,317425,42,73350,526,285143,92,618986,234,397032,127,2257,22,310782,432,87909
KR_7364599131,red,897,227631,76,94372,236,278897,22,310782,89,69305,150,4509,234,441020,13,5725,96,34935,526,285143
KR_7364557887,blue,58,131605,143,82835,126,277994,110,14188,78,11738,887,941472,234,422810,42,57035,96,12423,89,200882
KR_7364502618,blue,150,249121,64,167612,4,351769,42,73350,517,185966,893,12653,120,247344,84,174417,22,310782,412,1435434
KR_7364426817,blue,421,736364,64,1529602,154,607504,22,149058,432,30714,897,498909,234,91501,101,329942,202,431195,555,35500
KR_7364370056,blue,887,66473,200,215220,517,66867,22,310782,432,8297,85,580108,203,19412,61,286652,110,62554,526,176118
KR_7364302897,red,54,121677,5,117787,4,198641,119,359346,888,99286,24,129747,30,14048,18,45177,110,525390,518,1528
KR_7363367447,red,92,902644,120,51066,136,310852,202,94947,497,153930,58,261041,876,153809,517,78282,21,270475,78,8316
KR_7363326747,blue,79,10456,234,36451,901,77255,22,310782,555,403055,92,179449,163,168462,777,5612,202,227888,53,61113
KR_7363158246,blue,114,30202,64,64270,517,263133,22,310782,412,97151,887,941472,234,785303,42,108933,222,44280,53,111428
KR_7363094203,blue,887,941472,91,111930,517,105251,22,85089,235,32773,150,198083,64,185932,147,454191,145,1492985,111,164071
KR_7363031416,blue,85,197409,104,87390,117,3532,222,222289,518,551234,13,931067,234,19092,517,7682,110,525390,235,20626
KR_7362966539,red,78,73136,887,941472,897,176651,50,5908,12,137523,24,15329,427,760083,517,66867,42,80620,888,45550
KR_7362923995,blue,61,3522,64,579405,84,112413,110,525390,37,1076018,58,98584,76,137939,517,112717,42,22063,526,69537
KR_7362868496,red,897,485429,234,24113,61,226227,81,192759,43,451425,150,44317,245,629581,777,121042,110,525390,497,33462
KR_7362826091,blue,200,611019,36,2403,268,108672,42,9776,44,1236856,82,45861,234,427434,117,191537,523,32944,12,376041
KR_7362770535,red,24,45091,234,718819,61,14856,22,127807,555,697,79,15776,104,102061,103,17137,202,431195,42,37497
KR_7362702312,blue,86,336584,104,150886,4,932128,22,63700,497,94613,114,225177,234,27014,61,20145,145,1492985,57,26437
KR_7362670484,red,150,34869,91,168910,518,8848,22,6624,432,59161,893,38230,104,180440,86,336584,202,431195,40,119987
KR_7360566723,red,897,50023,234,7594,101,101771,202,431195,526,229606,150,143902,60,15943,777,26419,110,67317,555,1050136
KR_7360523415,red,92,292430,234,86582,103,322019,498,36048,526,460252,150,485036,76,10322,3,467249,42,65869,412,314707
KR_7360472265,red,150,485036,5,182621,1,785,42,65869,888,157850,799,26717,203,293071,61,69106,110,66786,53,1023112
KR_7360416694,red,82,45861,254,2948,91,433255,96,38161,53,1023112,79,19311,64,861296,7,17707,21,31503,497,246975
KR_7360338523,red,85,1438812,234,61155,893,110397,42,54231,111,51215,3,133759,203,497227,26,1641653,236,478902,201,221616
KR_7360269428,blue,58,19736,234,175974,163,91724,42,44157,12,165206,36,255185,200,679483,517,693419,202,431195,526,43542
KR_7360140902,blue,799,12044,64,109380,711,90224,42,65869,497,212294,154,1238713,234,30950,910,149139,221,136847,57,101465
KR_7360070955,blue,516,1355,876,1343,42,85372,202,146711,43,257925,79,129010,64,539559,61,49633,22,310782,147,57781
KR_7359983947,blue,777,101986,143,36801,516,1946841,147,203417,235,37797,799,12044,104,126909,893,22117,42,65869,117,23105
KR_7359934745,blue,799,19733,64,71813,163,45973,22,310782,12,487848,6,912310,104,56948,268,304870,147,203417,497,516492
KR_7385074049,blue,897,14906,104,37711,117,45878,29,477685,12,487848,57,4519,203,304577,3,350781,1,1432954,555,190470
KR_7385052376,red,897,167559,234,1380887,268,700375,901,15169,53,1023112,150,51774,72,26441,7,56754,15,129446,117,3957949
KR_7385029290,blue,58,406516,234,132395,163,17409,202,269657,78,24924,777,79118,72,49827,517,661266,22,5641,888,79194
KR_7383436926,blue,13,1172,104,156108,7,110389,202,14965,89,288924,893,143438,60,217049,18,41362,81,442086,875,10247
KR_7383415934,red,114,537807,104,102201,3,355743,110,106266,12,487848,164,47419,60,102967,517,87358,42,42257,201,41167
KR_7383398295,red,57,5960,72,28193,268,28953,222,238862,526,254661,897,150040,25,41797,157,1759223,42,36960,78,24924
KR_7381496394,blue,114,7585,56,15516,163,27761,22,116425,89,56764,157,172292,200,107686,777,392487,69,3134276,57,64287
