match_id,winner,blue_champion_0,blue_mastery_0,blue_champion_1,blue_mastery_1,blue_champion_2,blue_mastery_2,blue_champion_3,blue_mastery_3,blue_champion_4,blue_mastery_4,red_champion_0,red_mastery_0,red_champion_1,red_mastery_1,red_champion_2,red_mastery_2,red_champion_3,red_mastery_3,red_champion_4,red_mastery_4
NA1_5145858909,red,164,851141,154,3267708,8,1192928,96,4028,412,124791,887,589275,76,507374,950,440257,51,14033,80,1489086
KR_7372443003,blue,24,392919,143,92042,901,37279,202,12208,53,40245,14,273557,876,5214,23,184266,523,379817,526,283845
NA1_5158907626,red,63,1300602,59,446601,517,975502,15,35782,412,168871,24,852957,154,4175694,238,80172,910,33480,432,110572
EUW1_7209849597,blue,799,48706,62,208703,84,70991,147,264197,235,65415,79,126786,234,262178,112,12072,42,8769,164,30825
NA1_5162000885,red,86,3579072,102,10395,777,451735,42,116648,526,7092,799,14985,59,12207,142,1682275,110,8380,3,177622
EUW1_7202619288,red,799,60401,104,252815,101,129037,222,185840,201,408070,13,104934,72,46698,84,49241,42,16928,111,31907
KR_7364869124,blue,150,13276,104,180440,103,31602,42,63512,111,266458,897,196055,72,305769,517,78282,145,197109,34,1612131
EUW1_7187386390,blue,72,50439,246,143036,268,20106,81,2602843,99,2981878,6,16396,154,3692905,163,199361,15,105506,555,312555
EUW1_7188398190,blue,79,302733,141,8864,112,321715,21,90586,526,353412,2,348719,876,19015,126,191862,51,371721,43,838616
KR_7373728060,red,24,253226,203,4212,84,99670,51,129982,201,72860,79,55003,234,58610,268,700375,81,5308891,526,84356
NA1_5141029358,blue,897,85792,72,52419,136,496604,222,98815,902,5938,150,31776,121,164586,69,143712,119,1478566,267,4926
EUW1_7200931227,blue,84,227679,254,74968,42,84296,145,1264654,497,1695438,799,17893,107,1916176,268,595851,360,786349,223,181849
EUW1_7196584516,red,126,112214,5,86702,910,25078,115,103968,432,106717,27,1770410,11,1331230,893,67199,202,123019,26,2465918
NA1_5152580750,red,85,36635,64,425638,498,7490,50,375811,432,16152,117,11409,120,247158,157,977586,42,43993,44,12060
NA1_5152270189,blue,799,85713,163,45489,901,14448,202,2867465,888,66907,98,291778,104,39088,777,179579,42,8057,143,95401
NA1_5135151861,red,150,160345,64,204284,55,29381,360,2315597,526,130852,164,219844,427,651133,163,58332,110,483122,111,2439308
NA1_5160561361,red,122,611201,154,520201,50,2763368,15,26234,223,3242,887,725660,20,596628,91,1129178,901,20967,432,167845
NA1_5152047425,red,893,17814,104,62620,42,59102,27,20516,201,65225,31,97181,9,4370645,134,45342,51,8069,12,541564
KR_7378341574,blue,77,969050,254,81784,103,22311,222,882854,201,49484,799,4052,203,29380,517,693812,18,5297,57,583950
NA1_5150666369,red,6,1037380,107,48876,45,724,115,118727,235,86449,39,28606,234,543574,134,537309,221,291405,526,11985
KR_7377291467,red,23,244610,5,96992,901,6850,42,16387,80,101532,79,17170,64,579405,4,52207,236,35252,78,117601
NA1_5133878243,blue,897,830994,777,42071,120,467896,910,98371,68,235082,516,432854,104,294020,893,175280,202,176354,25,11407
KR_7369162096,blue,92,258201,104,70906,45,698556,119,10845,12,252008,85,27316,254,49419,105,0,145,0,432,0
KR_7359968094,red,516,108708,72,18840,7,270863,22,19916,432,1226893,154,2210885,143,117986,777,112013,202,3981286,111,19036
NA1_5153247303,blue,3,43385,104,150868,142,1061614,157,2676356,89,49406,893,113351,200,843931,711,44366,42,188690,555,294033
KR_7344071502,red,24,59448,203,63795,893,118062,145,413381,526,228904,150,136644,64,573910,134,70838,498,84158,78,3345893
KR_7380041160,red,131,69814,421,734853,893,100257,42,30800,223,80461,19,3712,234,20228,84,281206,81,73027,43,273538
